Unique ID,Incentive per job,Program.Name,Program,Deal date,Deal type,Freezone?,Domestic/FDI?,Region/state,CBSA,Capex,New jobs,Incentive (USD m),Incentive per job,Incentive type,Incentive objective(s),NAICS Industry,NAICS Sector,NAICS Sub-sector,Industry sector,Industry activities,fDi Markets Sector,fDI Markets Activity
4206,13333.33333,Program.19,Michigan Business Development Program (MBDP),Sep-14,Expansion,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",15.4,75,1,13333,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4207,32936.50794,Program.19,Michigan Business Development Program (MBDP),Sep-14,New,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",47.9,126,4.15,32937,"Tax, Grant/Subsidy","Capital Investment, Employment/People",None,None,None,Consumer Goods,Warehousing and Distribution,,
4208,28333.33333,Program.19,Michigan Business Development Program (MBDP),Sep-14,New,No,FDI,Michigan,"Grand Rapids-Wyoming, MI",140,300,8.5,28333,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4209,5000,Program.19,Michigan Business Development Program (MBDP),Sep-14,Expansion,No,Domestic,Michigan,"Lansing-East Lansing, MI",0.2,100,0.5,5000,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Information Technology & Telecom (ITT),Shared Service Center,,
4210,1960.784314,Program.19,Michigan Business Development Program (MBDP),Oct-14,New,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",1.7,102,0.2,1961,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Industrial Goods,Manufacturing,,
4211,3000,Program.19,Michigan Business Development Program (MBDP),Oct-14,Expansion,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",10.1,100,0.3,3000,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4212,8000,Program.19,Michigan Business Development Program (MBDP),Nov-14,Expansion,No,Domestic,Michigan,"Ann Arbor, MI",19.9,300,2.4,8000,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Services,Business Services,,
4213,5000,Program.19,Michigan Business Development Program (MBDP),Nov-14,Expansion,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",8.6,90,0.45,5000,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4214,8000,Program.19,Michigan Business Development Program (MBDP),Nov-14,Expansion,No,FDI,Michigan,Not specified,13.4,25,0.2,8000,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4215,11600,Program.19,Michigan Business Development Program (MBDP),Dec-14,Expansion,No,Domestic,Michigan,"Muskegon, MI",16.7,25,0.29,11600,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Basic Materials,Manufacturing,,
4216,16315.78947,Program.19,Michigan Business Development Program (MBDP),Dec-14,Expansion,No,FDI,Michigan,Not specified,97.6,475,7.75,16316,"Tax, Grant/Subsidy","Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4217,7589.285714,Program.19,Michigan Business Development Program (MBDP),Dec-14,Expansion,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",20.6,224,1.7,7589,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4218,3977.272727,Program.19,Michigan Business Development Program (MBDP),Nov-14,New,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",15.1,176,0.7,3977,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Headquarters (HQ),,
4219,8549.618321,Program.19,Michigan Business Development Program (MBDP),Jan-15,New,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",16.5,131,1.12,8550,"Tax, Grant/Subsidy","Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4220,4807.692308,Program.19,Michigan Business Development Program (MBDP),Jan-15,Expansion,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",9.9,52,0.25,4808,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Headquarters (HQ),,
4221,4924.242424,Program.19,Michigan Business Development Program (MBDP),Feb-15,New,No,Domestic,Michigan,"Sturgis, MI",7,396,1.95,4924,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4222,11764.70588,Program.19,Michigan Business Development Program (MBDP),Jan-15,Expansion,No,FDI,Michigan,"Ann Arbor, MI",75.15,85,1,11765,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,"Research, Design & Development (RDD)",,
4223,15714.28571,Program.19,Michigan Business Development Program (MBDP),Feb-15,Expansion,No,Domestic,Michigan,"Ionia, MI",27,35,0.55,15714,"Tax, Grant/Subsidy","Capital Investment, Employment/People",None,None,None,Food & Drink,Manufacturing,,
4224,5000,Program.19,Michigan Business Development Program (MBDP),Feb-15,New,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",8.4,150,0.75,5000,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Industrial Goods,"Research, Design & Development (RDD)",,
4225,3437.5,Program.19,Michigan Business Development Program (MBDP),Feb-15,New,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",1.2,32,0.11,3438,"Tax, Grant/Subsidy","Capital Investment, Employment/People",None,None,None,Industrial Goods,Manufacturing,,
4226,3640.776699,Program.19,Michigan Business Development Program (MBDP),Feb-15,Expansion,No,FDI,Michigan,"Holland, MI",8.8,206,0.75,3641,"Tax, Grant/Subsidy","Capital Investment, Employment/People",None,None,None,Consumer Goods,Manufacturing,,
4227,7500,Program.19,Michigan Business Development Program (MBDP),Feb-15,New,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",3.2,40,0.3,7500,"Grant/Subsidy, Non-financial","Capital Investment, Employment/People",None,None,None,Electronics,Headquarters (HQ),,
4228,5357.142857,Program.19,Michigan Business Development Program (MBDP),Feb-15,Expansion,No,Domestic,Michigan,Not specified,0,28,0.15,5357,"Tax, Grant/Subsidy","Capital Investment, Employment/People",None,None,None,Consumer Goods,Manufacturing,,
4229,4044.117647,Program.19,Michigan Business Development Program (MBDP),Mar-15,New,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",6.4,136,0.55,4044,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Headquarters (HQ),,
4230,6400,Program.19,Michigan Business Development Program (MBDP),Mar-15,Expansion,No,FDI,Michigan,"Battle Creek, MI",53.6,100,0.64,6400,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4231,5000,Program.19,Michigan Business Development Program (MBDP),Mar-15,Expansion,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",0.46,50,0.25,5000,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Services,Headquarters (HQ),,
4232,5306.122449,Program.19,Michigan Business Development Program (MBDP),Mar-15,Expansion,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",208,245,1.3,5306,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4233,5769.230769,Program.19,Michigan Business Development Program (MBDP),Jan-15,New,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",9,26,0.15,5769,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Services,Headquarters (HQ),,
4234,6315.789474,Program.19,Michigan Business Development Program (MBDP),Jan-15,Expansion,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",12.1,95,0.6,6316,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,"Aerospace, Defence and Marine (ADM)",Manufacturing,,
4235,5769.230769,Program.19,Michigan Business Development Program (MBDP),Dec-14,New,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",0.42,26,0.15,5769,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Information Technology & Telecom (ITT),Business Services,,
4236,3472.222222,Program.19,Michigan Business Development Program (MBDP),Nov-14,Expansion,No,Domestic,Michigan,"Grand Rapids-Wyoming, MI",40.4,72,0.25,3472,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Food & Drink,Manufacturing,,
4237,30000,Program.19,Michigan Business Development Program (MBDP),Nov-14,New,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",5.5,50,1.5,30000,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Information Technology & Telecom (ITT),Headquarters (HQ),,
4238,4166.666667,Program.19,Michigan Business Development Program (MBDP),Nov-14,Expansion,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",13,36,0.15,4167,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Industrial Goods,Manufacturing,,
4239,6896.551724,Program.19,Michigan Business Development Program (MBDP),Nov-14,Expansion,No,Domestic,Michigan,"Saginaw, MI",0,58,0.4,6897,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Industrial Goods,Manufacturing,,
4240,15625,Program.19,Michigan Business Development Program (MBDP),Oct-14,New,No,Domestic,Michigan,Not specified,48,128,2,15625,"Tax, Grant/Subsidy","Capital Investment, Employment/People",None,None,None,Industrial Goods,Business Services,,
4241,7117.437722,Program.19,Michigan Business Development Program (MBDP),Dec-14,New,No,FDI,Michigan,"Lansing-East Lansing, MI",57,281,2,7117,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4242,6437.76824,Program.19,Michigan Business Development Program (MBDP),Oct-14,New,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",59.2,466,3,6438,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4243,10330.57851,Program.19,Michigan Business Development Program (MBDP),Oct-14,New,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",26.6,121,1.25,10331,"Tax, Grant/Subsidy","Capital In.., Employment.., Unspecified",None,None,None,Automotive,"Research, Design & Development (RDD)",,
4244,4000,Program.19,Michigan Business Development Program (MBDP),Oct-14,New,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",8,75,0.3,4000,"Tax, Grant/Subsidy","Capital In.., Employment.., Unspecified",None,None,None,Automotive,Manufacturing,,
4245,4040.40404,Program.19,Michigan Business Development Program (MBDP),Oct-14,Expansion,No,Domestic,Michigan,Not specified,7.3,198,0.8,4040,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4246,8611.111111,Program.19,Michigan Business Development Program (MBDP),Oct-14,New,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",8,72,0.62,8611,"Tax, Grant/Subsidy","Capital In.., Employment.., Unspecified",None,None,None,Automotive,Manufacturing,,
4247,5333.333333,Program.19,Michigan Business Development Program (MBDP),Oct-14,New,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",45,150,0.8,5333,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4248,3500,Program.19,Michigan Business Development Program (MBDP),Oct-14,Expansion,No,Domestic,Michigan,"Monroe, MI",5.1,100,0.35,3500,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Consumer Goods,Business Services,,
4249,5000,Program.19,Michigan Business Development Program (MBDP),Oct-14,Expansion,No,Domestic,Michigan,"Battle Creek, MI",2,50,0.25,5000,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Industrial Goods,Manufacturing,,
4250,5333.333333,Program.19,Michigan Business Development Program (MBDP),Apr-14,New,No,Domestic,Michigan,"Ann Arbor, MI",0.52,75,0.4,5333,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Services,Business Services,,
4251,7142.857143,Program.19,Michigan Business Development Program (MBDP),Apr-14,New,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",42,77,0.55,7143,"Tax, Grant/Subsidy","Capital In.., Employment.., Unspecified",None,None,None,Automotive,Manufacturing,,
4252,7142.857143,Program.19,Michigan Business Development Program (MBDP),Jul-14,New,No,Domestic,Michigan,"Saginaw, MI",12.5,350,2.5,7143,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Renewable Energy,Manufacturing,,
4253,4098.360656,Program.19,Michigan Business Development Program (MBDP),Jul-14,New,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",4.1,61,0.25,4098,"Tax, Grant/Subsidy","Capital In.., Employment.., Unspecified",None,None,None,Automotive,Manufacturing,,
4254,10000,Program.19,Michigan Business Development Program (MBDP),Feb-14,Expansion,No,Domestic,Michigan,"Ann Arbor, MI",2.9,50,0.5,10000,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Services,Business Services,,
4255,1916.376307,Program.19,Michigan Business Development Program (MBDP),Apr-14,New,No,Domestic,Michigan,"Grand Rapids-Wyoming, MI",1.5,287,0.55,1916,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Information Technology & Telecom (ITT),Call Center,,
4256,4761.904762,Program.19,Michigan Business Development Program (MBDP),Jul-14,Expansion,No,Domestic,Michigan,Not specified,8.7,210,1,4762,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Industrial Goods,Manufacturing,,
4257,28571.42857,Program.19,Michigan Business Development Program (MBDP),Jul-14,New,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",26,140,4,28571,"Tax, Grant/Subsidy","Capital In.., Employment.., Unspecified",None,None,None,Automotive,Manufacturing,,
4258,12000,Program.19,Michigan Business Development Program (MBDP),Apr-15,New,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",2.5,75,0.9,12000,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Headquarters (HQ),,
4259,7083.333333,Program.19,Michigan Business Development Program (MBDP),Apr-15,Expansion,No,FDI,Michigan,"Grand Rapids-Wyoming, MI",12.3,120,0.85,7083,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,"Aerospace, Defence and Marine (ADM)",Manufacturing,,
4260,9459.459459,Program.19,Michigan Business Development Program (MBDP),May-15,New,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",18.6,370,3.5,9459,"Tax, Grant/Subsidy","Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4261,4216.86747,Program.19,Michigan Business Development Program (MBDP),Apr-15,Expansion,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",32.8,83,0.35,4217,"Tax, Grant/Subsidy","Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4262,7575.757576,Program.19,Michigan Business Development Program (MBDP),Apr-15,Expansion,No,Domestic,Michigan,"Grand Rapids-Wyoming, MI",2.9,33,0.25,7576,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Information Technology & Telecom (ITT),Headquarters (HQ),,
4263,4216.86747,Program.19,Michigan Business Development Program (MBDP),Apr-15,Expansion,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",32.8,83,0.35,4217,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Industrial Goods,Manufacturing,,
4264,4210.526316,Program.19,Michigan Business Development Program (MBDP),May-15,Expansion,No,Domestic,Michigan,"Kalamazoo-Portage, MI",1,38,0.16,4211,"Grant/Subsidy, Non-financial","Capital Investment, Employment/People",None,None,None,Industrial Goods,Manufacturing,,
4265,8867.924528,Program.19,Michigan Business Development Program (MBDP),Jun-15,Expansion,No,Domestic,Michigan,"Grand Rapids-Wyoming, MI",2.6,53,0.47,8868,"Tax, Grant/Subsidy","Capital In.., Employment.., Unspecified",None,None,None,Consumer Goods,Manufacturing,,
4266,9615.384615,Program.19,Michigan Business Development Program (MBDP),Jun-15,New,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",4.3,26,0.25,9615,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Industrial Goods,Manufacturing,,
4267,6400,Program.19,Michigan Business Development Program (MBDP),Jun-15,New,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",56,250,1.6,6400,Grant/Subsidy,"Capital In.., Employment.., Unspecified",None,None,None,Automotive,Manufacturing,,
4268,10000,Program.19,Michigan Business Development Program (MBDP),Jun-15,Expansion,No,Domestic,Michigan,"Ionia, MI",44,50,0.5,10000,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Food & Drink,Manufacturing,,
4269,4945.054945,Program.19,Michigan Business Development Program (MBDP),Jun-15,Expansion,No,Domestic,Michigan,"Grand Rapids-Wyoming, MI",10.7,91,0.45,4945,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Food & Drink,Manufacturing,,
4270,7005.25394,Program.19,Michigan Business Development Program (MBDP),Jun-15,Expansion,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",71.2,571,4,7005,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,"Research, Design & Development (RDD)",,
4271,11904.7619,Program.19,Michigan Business Development Program (MBDP),Jun-15,New,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",31.7,84,1,11905,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Services,"Research, Design & Development (RDD)",,
4272,5555.555556,Program.19,Michigan Business Development Program (MBDP),Jul-15,Expansion,No,Domestic,Michigan,"Grand Rapids-Wyoming, MI",14,54,0.3,5556,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Industrial Goods,Manufacturing,,
4273,5975.609756,Program.19,Michigan Business Development Program (MBDP),Jul-15,New,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",48,164,0.98,5976,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Headquarters (HQ),,
4274,4320.987654,Program.19,Michigan Business Development Program (MBDP),Jul-15,Expansion,No,Domestic,Michigan,"Grand Rapids-Wyoming, MI",8.2,81,0.35,4321,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Industrial Goods,Manufacturing,,
4275,7000,Program.19,Michigan Business Development Program (MBDP),Jul-15,Expansion,No,Domestic,Michigan,"Niles-Benton Harbor, MI",1.5,50,0.35,7000,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Industrial Goods,Manufacturing,,
4276,8125,Program.19,Michigan Business Development Program (MBDP),Jul-15,New,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",26.9,160,1.3,8125,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4277,5053.763441,Program.19,Michigan Business Development Program (MBDP),Aug-15,Expansion,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",2.3,93,0.47,5054,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Creative Industries,Business Services,,
4278,5154.639175,Program.19,Michigan Business Development Program (MBDP),Aug-15,New,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",7,97,0.5,5155,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Headquarters (HQ),,
4279,4400,Program.19,Michigan Business Development Program (MBDP),Sep-15,New,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",25.9,125,0.55,4400,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Industrial Goods,Headquarters (HQ),,
4280,10313.90135,Program.19,Michigan Business Development Program (MBDP),Sep-15,New,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",33,223,2.3,10314,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Industrial Goods,Manufacturing,,
4281,6279.069767,Program.19,Michigan Business Development Program (MBDP),Sep-15,Expansion,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",18.6,215,1.35,6279,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Consumer Goods,Headquarters (HQ),,
4282,8982.035928,Program.19,Michigan Business Development Program (MBDP),Sep-15,Expansion,No,Domestic,Michigan,Not specified,57.7,167,1.5,8982,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4283,3888.888889,Program.19,Michigan Business Development Program (MBDP),Nov-15,Expansion,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",8,90,0.35,3889,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4284,4000,Program.19,Michigan Business Development Program (MBDP),Nov-15,New,No,Domestic,Michigan,"Grand Rapids-Wyoming, MI",0.84,75,0.3,4000,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Services,Business Services,,
4285,3200,Program.19,Michigan Business Development Program (MBDP),Oct-15,Expansion,No,Domestic,Michigan,"Grand Rapids-Wyoming, MI",33,250,0.8,3200,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Creative Industries,Business Services,,
4286,6857.142857,Program.19,Michigan Business Development Program (MBDP),Oct-15,Expansion,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",3.61,70,0.48,6857,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,"Aerospace, Defence and Marine (ADM)",Manufacturing,,
4287,5000,Program.19,Michigan Business Development Program (MBDP),Oct-15,New,No,Domestic,Michigan,"Grand Rapids-Wyoming, MI",0.25,32,0.16,5000,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Electronics,Manufacturing,,
4288,5028.571429,Program.19,Michigan Business Development Program (MBDP),Oct-15,Expansion,No,Domestic,Michigan,"Kalamazoo-Portage, MI",3.9,175,0.88,5029,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Services,Business Services,,
4289,4000,Program.19,Michigan Business Development Program (MBDP),Sep-15,Expansion,No,Domestic,Michigan,"Ann Arbor, MI",0.99,80,0.32,4000,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Services,Warehousing and Distribution,,
4290,10172.41379,Program.19,Michigan Business Development Program (MBDP),Nov-15,Expansion,No,Domestic,Michigan,Not specified,29.49,174,1.77,10172,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Services,Business Services,,
4291,5000,Program.19,Michigan Business Development Program (MBDP),Nov-15,New,No,Domestic,Michigan,"Niles-Benton Harbor, MI",5.97,100,0.5,5000,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Electronics,Manufacturing,,
4292,3191.489362,Program.19,Michigan Business Development Program (MBDP),Nov-15,Expansion,No,Domestic,Michigan,"Ann Arbor, MI",5.6,47,0.15,3191,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Basic Materials,Manufacturing,,
4293,5421.686747,Program.19,Michigan Business Development Program (MBDP),Mar-15,Expansion,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",14.4,166,0.9,5422,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Industrial Goods,Manufacturing,,
4294,2884.615385,Program.19,Michigan Business Development Program (MBDP),Dec-15,New,No,Domestic,Michigan,"Flint, MI",9,52,0.15,2885,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Industrial Goods,Headquarters (HQ),,
4295,3600,Program.19,Michigan Business Development Program (MBDP),Jan-16,Expansion,No,Domestic,Michigan,"Grand Rapids-Wyoming, MI",3.85,100,0.36,3600,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Information Technology & Telecom (ITT),Business Services,,
4296,6896.551724,Program.19,Michigan Business Development Program (MBDP),Jan-16,Expansion,No,Domestic,Michigan,"Battle Creek, MI",0.5,29,0.2,6897,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Life Sciences,"Research, Design & Development (RDD)",,
4297,3571.428571,Program.19,Michigan Business Development Program (MBDP),Jan-16,Expansion,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",2.55,84,0.3,3571,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Services,Headquarters (HQ),,
4298,6666.666667,Program.19,Michigan Business Development Program (MBDP),Jan-16,Expansion,No,Domestic,Michigan,"Ann Arbor, MI",5.75,75,0.5,6667,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Information Technology & Telecom (ITT),Business Services,,
4299,7017.54386,Program.19,Michigan Business Development Program (MBDP),Dec-15,Expansion,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",2.3,57,0.4,7018,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Information Technology & Telecom (ITT),Business Services,,
4300,5000,Program.19,Michigan Business Development Program (MBDP),Jan-16,Expansion,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",5.99,148,0.74,5000,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4301,4761.904762,Program.19,Michigan Business Development Program (MBDP),Feb-16,Expansion,No,Domestic,Michigan,"Ann Arbor, MI",1.55,42,0.2,4762,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Services,Business Services,,
4302,5882.352941,Program.19,Michigan Business Development Program (MBDP),Feb-16,Expansion,No,FDI,Michigan,"Holland, MI",19.8,51,0.3,5882,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Consumer Goods,Manufacturing,,
4303,52500,Program.19,Michigan Business Development Program (MBDP),Mar-16,New,No,Domestic,Michigan,"Detroit-Warren-Dearborn, MI",5.1,40,2.1,52500,"Grant/Subsidy, Unspecified","Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4304,4000,Program.19,Michigan Business Development Program (MBDP),Mar-16,Expansion,No,Domestic,Michigan,"Grand Rapids-Wyoming, MI",1.85,50,0.2,4000,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Electronics,Manufacturing,,
4305,8333.333333,Program.19,Michigan Business Development Program (MBDP),Apr-16,Expansion,No,Domestic,Michigan,"Ann Arbor, MI",2.5,300,2.5,8333,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Information Technology & Telecom (ITT),Business Services,,
4306,11000,Program.19,Michigan Business Development Program (MBDP),May-16,Expansion,No,Domestic,Michigan,"Holland, MI",17.2,50,0.55,11000,"Grant/Subsidy, Unspecified","Capital Investment, Employment/People",None,None,None,Food & Drink,Manufacturing,,
4307,5128.205128,Program.19,Michigan Business Development Program (MBDP),May-16,New,No,FDI,Michigan,"Coldwater, MI",9.1,39,0.2,5128,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Basic Materials,Headquarters (HQ),,
4308,4000,Program.19,Michigan Business Development Program (MBDP),May-16,Expansion,No,Domestic,Michigan,"Kalamazoo-Portage, MI",1,55,0.22,4000,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Food & Drink,Headquarters (HQ),,
4309,4341.085271,Program.19,Michigan Business Development Program (MBDP),May-16,New,No,Domestic,Michigan,"Coldwater, MI",6.3,129,0.56,4341,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4310,8000,Program.19,Michigan Business Development Program (MBDP),May-16,Expansion,No,Domestic,Michigan,"Grand Rapids-Wyoming, MI",0.71,25,0.2,8000,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Electronics,Business Services,,
4311,7575.757576,Program.19,Michigan Business Development Program (MBDP),Jun-16,Expansion,No,FDI,Michigan,"Detroit-Warren-Dearborn, MI",2.4,33,0.25,7576,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Basic Materials,"Research, Design & Development (RDD)",,
4312,6493.506494,Program.19,Michigan Business Development Program (MBDP),Jun-16,New,No,Domestic,Michigan,"Kalamazoo-Portage, MI",1.2,77,0.5,6494,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Services,Headquarters (HQ),,
4313,5263.157895,Program.19,Michigan Business Development Program (MBDP),Jun-16,Expansion,No,Domestic,Michigan,"Grand Rapids-Wyoming, MI",10,114,0.6,5263,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Automotive,Manufacturing,,
4314,3666.666667,Program.19,Michigan Business Development Program (MBDP),May-16,Expansion,No,Domestic,Michigan,"Saginaw, MI",5,30,0.11,3667,Grant/Subsidy,"Capital Investment, Employment/People",None,None,None,Life Sciences,Manufacturing,,
