Unique ID,Incentive per job,Program.Name,Program,Deal date,Deal type,Freezone?,Domestic/FDI?,Region/state,CBSA,Capex,New jobs,Incentive (USD m),Incentive per job,Incentive type,Incentive objective(s),NAICS Industry,NAICS Sector,NAICS Sub-sector,Industry sector,Industry activities,fDi Markets Sector,fDI Markets Activity
2340,7333.333333,Program.12,PA First,Apr-19,Expansion,No,FDI,Pennsylvania,"Lancaster, PA",0,30,0.22,7333,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Machinery & metal manufacturing,Fabricated metal product manufacturing,Forging & stamping,Industrial Goods,Manufacturing,Metals,Manufacturing
2341,3750,Program.12,PA First,Apr-19,Expansion,No,Domestic,Pennsylvania,Not specified,0.69,24,0.09,3750,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Computers & electronics,Computer & electronic product manufacturing,Communications equipment manufacturing,Electronics,Manufacturing,Electronic Components,Manufacturing
2342,4761.904762,Program.12,PA First,Mar-19,New,No,Domestic,Pennsylvania,Not specified,10,126,0.6,4762,"Tax, Grant/Subsidy","Capital Investment, Employment/People","Chemicals, plastics & rubber products ma..",Plastics product manufacturing,Other plastics product manufacturing,Basic Materials,Manufacturing,Plastics,Manufacturing
2343,18500,Program.12,PA First,Feb-19,Expansion,No,FDI,Pennsylvania,"Pottsville, PA",100,60,1.11,18500,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Machinery & metal manufacturing,Primary metal manufacturing,Alumina & aluminium production & procesing,Industrial Goods,Manufacturing,Metals,Manufacturing
2344,6052.631579,Program.12,PA First,Feb-19,New,No,Domestic,Pennsylvania,Not specified,7.6,38,0.23,6053,"Tax, Grant/Subsidy, Unspecified","Capital Investment, Employment/People",Machinery & metal manufacturing,Machinery equipment,All other industrial machinery,Industrial Goods,Manufacturing,"Industrial Machinery, Equipment & Tools",Manufacturing
2345,4936.708861,Program.12,PA First,Jan-19,New,No,Domestic,Pennsylvania,"Harrisburg-Carlisle, PA",30,79,0.39,4937,"Tax, Grant/Subsidy","Capital Investment, Employment/People","Wood, paper, printing, furniture",Paper manufacturing,Converted paper product manufacturing,Consumer Goods,Manufacturing,"Paper, Printing & Packaging",Manufacturing
2346,4390.243902,Program.12,PA First,Dec-18,Expansion,No,FDI,Pennsylvania,Not specified,1.6,41,0.18,4390,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Petroleum & coal products & nonmettalic ..,Nonmetallic mineral product manufacturing,Clay product & refractory manufacturing,Basic Materials,Manufacturing,Ceramics & Glass,Manufacturing
2347,6000,Program.12,PA First,Dec-18,New,No,Domestic,Pennsylvania,"Altoona, PA",5.1,30,0.18,6000,"Tax, Grant/Subsidy","Capital Investment, Employment/People","Agriculture, food, & related",Food manufacturing,Snack Food Manufacturing,Food & Drink,Manufacturing,Food & Tobacco,Manufacturing
2348,727.2727273,Program.12,PA First,Nov-18,Expansion,No,Domestic,Pennsylvania,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",4,550,0.4,727,Grant/Subsidy,"Capital Investment, Employment/People",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Consumer Goods,Headquarters (HQ),Consumer Products,Headquarters
2349,6400,Program.12,PA First,Oct-18,New,No,Domestic,Pennsylvania,"Pittsburgh, PA",64,50,0.32,6400,"Tax, Grant/Subsidy","Capital Investment, Employment/People","Agriculture, food, & related",Beverage manufacturing,Soft drink & ice manufacturing,Food & Drink,Manufacturing,Beverages,Manufacturing
2350,12500,Program.12,PA First,Oct-18,Expansion,No,Domestic,Pennsylvania,"Pottsville, PA",0,8,0.1,12500,Grant/Subsidy,"Capital Investment, Employment/People","Chemicals, plastics & rubber products ma..",Chemical manufacturing,Basic chemical manufacturing,Basic Materials,Manufacturing,Chemicals,Manufacturing
2351,19000,Program.12,PA First,Oct-18,Expansion,No,Domestic,Pennsylvania,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,500,9.5,19000,Grant/Subsidy,"Capital Investment, Employment/People","Chemicals, plastics & rubber products ma..",Chemical manufacturing,Biological products (except diagnostic),Life Sciences,"Research, Design & Development (RDD)",Biotechnology,Research & Development
2352,8000,Program.12,PA First,Oct-18,Expansion,No,FDI,Pennsylvania,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",20,30,0.24,8000,"Tax, Grant/Subsidy","Capital Investment, Employment/People","Chemicals, plastics & rubber products ma..",Chemical manufacturing,Basic chemical manufacturing,Basic Materials,Manufacturing,Chemicals,Manufacturing
2353,4960.629921,Program.12,PA First,Sep-18,Expansion,No,FDI,Pennsylvania,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",9,127,0.63,4961,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Services,Headquarters (HQ),Financial Services,Headquarters
2354,8000,Program.12,PA First,Aug-18,Expansion,No,Domestic,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",84,100,0.8,8000,Grant/Subsidy,"Capital Investment, Employment/People","Agriculture, food, & related",Food manufacturing,Animal food manufacturing,Food & Drink,Manufacturing,Food & Tobacco,Manufacturing
2355,1416.666667,Program.12,PA First,Aug-18,New,No,Domestic,Pennsylvania,"Lewisburg, PA",1,120,0.17,1417,"Tax, Grant/Subsidy","Capital Investment, Employment/People","Retail & wholesale trade, real estate, r..",Retail & wholesale trade,Building material & garden equipment & s..,Consumer Goods,Manufacturing,Building & Construction Materials,Manufacturing
2356,3597.883598,Program.12,PA First,May-18,Expansion,No,Domestic,Pennsylvania,Not specified,2.4,189,0.68,3598,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Transportation equipment manufacturing,Motor vehicle manufacturing,Heavy duty truck manufacturing,Automotive,Manufacturing,Automotive OEM,Manufacturing
2357,43666.66667,Program.12,PA First,May-18,Expansion,No,Domestic,Pennsylvania,"Meadville, PA",0,60,2.62,43667,"Tax, Grant/Subsidy, Loan/Credit","Capital Investment, Employment/People",Transportation equipment manufacturing,Aerospace product & parts manufacturing,Aircraft manufacturing,"Aerospace, Defence and Marine (ADM)",Manufacturing,Aerospace,Manufacturing
2358,7333.333333,Program.12,PA First,Apr-18,Expansion,No,FDI,Pennsylvania,"Pittsburgh, PA",0,15,0.11,7333,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Industrial Goods,Headquarters (HQ),"Industrial Machinery, Equipment & Tools",Headquarters
2359,3909.465021,Program.12,PA First,Apr-18,New,No,Domestic,Pennsylvania,Not specified,13.2,243,0.95,3909,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Automotive,Headquarters (HQ),Automotive Components,Headquarters
2360,6000,Program.12,PA First,Apr-18,New,No,FDI,Pennsylvania,"Scranton--Wilkes-Barre--Hazleton, PA",83.6,95,0.57,6000,"Tax, Grant/Subsidy","Capital Investment, Employment/People","Chemicals, plastics & rubber products ma..",Plastics product manufacturing,Other plastics product manufacturing,Basic Materials,Manufacturing,Plastics,Manufacturing
2361,14555.65949,Program.12,PA First,Apr-18,New,No,Domestic,Pennsylvania,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",260,1069,15.56,14556,"Tax, Grant/Subsidy, Loan/Credit","Capital In.., Regional/L.., Employment..","Agriculture, food, & related","Agriculture, forestry, fishing & hunting",Animal production,Food & Drink,Manufacturing,Food & Tobacco,Manufacturing
2362,4966.666667,Program.12,PA First,Apr-18,New,No,Domestic,Pennsylvania,"Pittsburgh, PA",20,300,1.49,4967,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Finance & insurance,Finance & insurance,Insurance carriers & related activities,Services,Call Center,Business Services,Customer Contact Centre
2363,2600,Program.12,PA First,Mar-18,New,No,Domestic,Pennsylvania,"Harrisburg-Carlisle, PA",69,350,0.91,2600,Grant/Subsidy,"Capital Investment, Employment/People","Retail & wholesale trade, real estate, r..",Retail & wholesale trade,Food & beverage stores,Food & Drink,Warehousing and Distribution,Food & Tobacco,"Logistics, Distribution & Transportation"
2364,2500,Program.12,PA First,Mar-18,New,No,Domestic,Pennsylvania,"Lancaster, PA",0.65,100,0.25,2500,"Tax, Grant/Subsidy","Capital Investment, Employment/People","Retail & wholesale trade, real estate, r..",Retail & wholesale trade,Nonstore retailers,Consumer Goods,Warehousing and Distribution,Consumer Products,"Logistics, Distribution & Transportation"
2365,5562.5,Program.12,PA First,Jan-18,New,No,Domestic,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",28,160,0.89,5563,"Tax, Grant/Subsidy","Capital Investment, Employment/People","Wood, paper, printing, furniture",Paper manufacturing,Converted paper product manufacturing,Consumer Goods,Manufacturing,"Paper, Printing & Packaging",Manufacturing
2366,7586.206897,Program.12,PA First,Jan-18,New,No,Domestic,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",15,29,0.22,7586,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Machinery & metal manufacturing,Fabricated metal product manufacturing,"Boiler, tank, & shipping container manuf..",Industrial Goods,Manufacturing,"Industrial Machinery, Equipment & Tools",Manufacturing
2367,3257.32899,Program.12,PA First,Jan-18,Expansion,No,Domestic,Pennsylvania,"York-Hanover, PA",4,307,1,3257,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Finance & insurance,Finance & insurance,Insurance carriers & related activities,Services,Business Services,Financial Services,Business Services
2368,4000,Program.12,PA First,Dec-17,Expansion,No,Domestic,Pennsylvania,Not specified,0,135,0.54,4000,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Other services,Healthcare & social assistance,Outpatient care centres & medical & diag..,Services,Business Services,Healthcare,Business Services
2369,5932.20339,Program.12,PA First,Nov-17,New,No,Domestic,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",15.2,59,0.35,5932,"Tax, Grant/Subsidy","Capital Investment, Employment/People","Chemicals, plastics & rubber products ma..",Plastics product manufacturing,Plastics bottle manufacturing,Consumer Goods,Manufacturing,Plastics,Manufacturing
2370,3965.517241,Program.12,PA First,Nov-17,New,No,Domestic,Pennsylvania,"Scranton--Wilkes-Barre--Hazleton, PA",7.4,58,0.23,3966,"Tax, Grant/Subsidy","Capital Investment, Employment/People","Wood, paper, printing, furniture",Wood product manufacturing,Wood product manufacturing,Basic Materials,Manufacturing,Wood Products,Manufacturing
2371,2153.846154,Program.12,PA First,Aug-17,New,No,Domestic,Pennsylvania,"Scranton--Wilkes-Barre--Hazleton, PA",2.47,130,0.28,2154,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Food & Drink,Headquarters (HQ),Food & Tobacco,Headquarters
2372,4000,Program.12,PA First,Aug-17,Expansion,No,Domestic,Pennsylvania,"St. Marys, PA",6.18,55,0.22,4000,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Machinery & metal manufacturing,Fabricated metal product manufacturing,Other fabricated metal product manufactu..,Industrial Goods,Manufacturing,Metals,Manufacturing
2373,2500,Program.12,PA First,Aug-17,Expansion,No,Domestic,Pennsylvania,"Pittsburgh, PA",10,20,0.05,2500,Grant/Subsidy,"Capital Investment, Employment/People","Wood, paper, printing, furniture",Furniture & related product manufacturing,Furniture & related product manufacturing,Consumer Goods,Manufacturing,Consumer Products,Manufacturing
2374,6363.636364,Program.12,PA First,Jul-17,Expansion,No,Domestic,Pennsylvania,"New Castle, PA",4.7,22,0.14,6364,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Machinery & metal manufacturing,Machinery equipment,"Ventilation, heating, airconditioning, a..",Industrial Goods,Manufacturing,"Industrial Machinery, Equipment & Tools",Manufacturing
2375,5076.923077,Program.12,PA First,Jul-17,Expansion,No,FDI,Pennsylvania,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",4,65,0.33,5077,"Tax, Grant/Subsidy","Capital Investment, Employment/People","Professional, scientific, technical & ed..",Computer systems design and related serv..,Computer systems design services,Information Technology & Telecom (ITT),Business Services,Software & IT services,Business Services
2376,2000,Program.12,PA First,Jul-17,New,No,Domestic,Pennsylvania,"Pittsburgh, PA",7,50,0.1,2000,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Transportation equipment manufacturing,Motor vehicle body & trailer manufacturing,Motor vehicle body & trailer manufacturing,Automotive,Manufacturing,Automotive Components,Manufacturing
2377,3400,Program.12,PA First,Jun-17,New,No,FDI,Pennsylvania,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1.8,250,0.85,3400,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Services,Headquarters (HQ),Business Services,Headquarters
2378,1500,Program.12,PA First,May-17,New,No,Domestic,Pennsylvania,"Erie, PA",12,200,0.3,1500,Grant/Subsidy,"Capital Investment, Employment/People",Other services,Healthcare & social assistance,General medical & surgical hospitals,Services,Business Services,Healthcare,Business Services
2379,3000,Program.12,PA First,May-17,Expansion,No,Domestic,Pennsylvania,"Pottsville, PA",1.73,80,0.24,3000,"Tax, Grant/Subsidy","Capital Investment, Employment/People","Wood, paper, printing, furniture",Furniture & related product manufacturing,Furniture & related product manufacturing,Consumer Goods,Manufacturing,Consumer Products,Manufacturing
2380,8000,Program.12,PA First,May-17,Expansion,No,FDI,Pennsylvania,"Lancaster, PA",0,30,0.24,8000,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Machinery & metal manufacturing,Fabricated metal product manufacturing,Other fabricated metal product manufactu..,Industrial Goods,Manufacturing,Metals,Manufacturing
2381,6037.735849,Program.12,PA First,May-17,Expansion,No,FDI,Pennsylvania,"York-Hanover, PA",44.5,530,3.2,6038,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Transportation equipment manufacturing,Other transportation equipment manufactu..,"Military armored vehicle, tank, and comp..","Aerospace, Defence and Marine (ADM)",Manufacturing,Space & Defence,Manufacturing
2382,2740.384615,Program.12,PA First,Apr-17,New,No,Domestic,Pennsylvania,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",20,208,0.57,2740,"Tax, Grant/Subsidy","Capital Investment, Employment/People","Retail & wholesale trade, real estate, r..",Retail & wholesale trade,Building material & garden equipment & s..,Consumer Goods,Warehousing and Distribution,Consumer Products,"Logistics, Distribution & Transportation"
2383,1904.761905,Program.12,PA First,Apr-17,Expansion,No,Domestic,Pennsylvania,"Sunbury, PA",0.9,42,0.08,1905,"Tax, Grant/Subsidy","Capital Investment, Employment/People","Textiles, apparel, leather & related",Apparel manufacturing,Cut & sew apparel manufacturing,Consumer Goods,Manufacturing,Textiles,Manufacturing
2384,,Program.12,PA First,Apr-17,Retention,No,Domestic,Pennsylvania,Not specified,3.05,0,1.53,n/a,"Grant/Subsidy, Loan/Credit","Capital Investment, Employment/People",None,None,None,Industrial Goods,Manufacturing,,
2385,3333.333333,Program.12,PA First,Mar-17,New,No,Domestic,Pennsylvania,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",7.91,183,0.61,3333,"Tax, Grant/Subsidy","Capital Investment, Employment/People",None,None,None,Information Technology & Telecom (ITT),Headquarters (HQ),,
2386,4074.074074,Program.12,PA First,Mar-17,Expansion,No,Domestic,Pennsylvania,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",8.2,216,0.88,4074,"Tax, Grant/Subsidy","Capital Investment, Employment/People",None,None,None,Services,Business Services,,
2387,4333.333333,Program.12,PA First,Mar-17,Expansion,No,FDI,Pennsylvania,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",41.5,60,0.26,4333,"Tax, Grant/Subsidy","Capital Investment, Employment/People",None,None,None,Services,Warehousing and Distribution,,
2388,7200,Program.12,PA First,Mar-17,Expansion,No,FDI,Pennsylvania,"Lancaster, PA",59,350,2.52,7200,"Tax, Grant/Subsidy","Capital Investment, Employment/People",None,None,None,Life Sciences,"Research, Design & Development (RDD)",,
2389,7843.137255,Program.12,PA First,Feb-17,Expansion,No,Domestic,Pennsylvania,"Harrisburg-Carlisle, PA",3.45,51,0.4,7843,"Tax, Grant/Subsidy","Capital Investment, Employment/People",None,None,None,Consumer Goods,Manufacturing,,
